first_name,last_name,role
,Umetarou,"['Story', 'Art', 'Story & Art']"
Hiroyuki,Takei,"['Story', 'Art', 'Story & Art']"
Shuninta,Amano,"['Story', 'Art', 'Story & Art']"
Daijirou,Morohoshi,"['Story', 'Art', 'Story & Art']"
Satoshi,Mizukami,"['Story', 'Art', 'Story & Art']"
Hiroshi,Aro,"['Story', 'Art', 'Story & Art']"
,Nishieda,"['Story', 'Art', 'Story & Art']"
Hiroshi,Motomiya,"['Story', 'Art', 'Story & Art']"
Shin,Takaha,['Story']
,kakao,"['Story', 'Art', 'Story & Art']"
Ayami,Kazama,"['Story', 'Art', 'Story & Art']"
Yuu,Minazuki,"['Story', 'Art', 'Story & Art']"
Tsuta,Suzuki,"['Story', 'Art', 'Story & Art']"
Hinako,Ashihara,"['Story', 'Art', 'Story & Art']"
Tite,Kubo,"['Story', 'Art', 'Story & Art']"
Seiya,Togashi,['Story']
Fuyumi,Souryo,"['Story', 'Art', 'Story & Art']"
Sonoichi,Susuki,"['Story', 'Art', 'Story & Art']"
Shouko,Takaku,"['Story', 'Art', 'Story & Art']"
Kayoko,Shimotsuki,"['Story', 'Art', 'Story & Art']"
Reiko,Sameshima,['Story']
Hachi,Uehara,['Art']
Moka,Ashihara,['Art']
Haruhiko,Mikimoto,"['Story', 'Art', 'Story & Art']"
Naoki,Yamamoto,"['Story', 'Art', 'Story & Art']"
Kaname,Itsuki,"['Story', 'Art', 'Story & Art']"
Saizou,Horihone,"['Story', 'Art', 'Story & Art']"
Keisuke,Itagaki,"['Story', 'Art', 'Story & Art']"
Maki,Hashiba,"['Story', 'Art', 'Story & Art']"
,Dieselmine,['Story']
,Aki★Eda,"['Story', 'Art', 'Story & Art']"
Makoto,Sanda,['Story']
Yuuki,Kimoto,"['Story', 'Art', 'Story & Art']"
Ritsu,Natsumizu,"['Story', 'Art', 'Story & Art']"
,Manyako,['Art']
An,Inugahora,['Art']
Maya,Miyazaki,"['Story', 'Art', 'Story & Art']"
Sukune,Inugami,"['Story', 'Art', 'Story & Art']"
Sanbou,Shironeko,['Art']
,Koge-Donbo*,"['Story', 'Art', 'Story & Art']"
,AHOBAKA,"['Story', 'Art', 'Story & Art']"
Kei,Ichikawa,"['Story', 'Art', 'Story & Art']"
Tohru,Tagura,"['Story', 'Art', 'Story & Art']"
Tetsurou,Mikado,['Story']
Chie,Shinohara,"['Story', 'Art', 'Story & Art']"
,August,['Story']
,Kaishaku,"['Story', 'Art', 'Story & Art']"
,Choco-Chip,['Art']
Kou,Okada,"['Story', 'Art', 'Story & Art']"
,LINDA,"['Story', 'Art', 'Story & Art']"
Fuuta,Hoshino,"['Story', 'Art', 'Story & Art']"
Megumu,Minami,"['Story', 'Art', 'Story & Art']"
Shoko,Hidaka,"['Story', 'Art', 'Story & Art']"
Rounin,Tenjiku,"['Story', 'Art', 'Story & Art']"
Miyako,Kashiwa,"['Story', 'Art', 'Story & Art']"
,Cocoa,['Art']
Ayumu,Miyahara,"['Story', 'Art', 'Story & Art']"
Yuu,Ueda,"['Story', 'Art', 'Story & Art']"
Haruhira,Moto,"['Story', 'Art', 'Story & Art']"
Soushi,Araragi,['Art']
Hoda,Satomi,['Story']
,mikimaki,"['Story', 'Art', 'Story & Art']"
Udou,Shinohara,"['Story', 'Art', 'Story & Art']"
Keito,Koume,"['Story', 'Art', 'Story & Art']"
Etorouji,Shiono,"['Story', 'Art', 'Story & Art']"
Tetsuya,Nomura,['Story']
,Magoroku,"['Story', 'Art', 'Story & Art']"
Emiko,Sugi,"['Story', 'Art', 'Story & Art']"
Maki,Usami,"['Story', 'Art', 'Story & Art']"
Shuuko,Nishimura,"['Story', 'Art', 'Story & Art']"
Yura,Shinano,"['Story', 'Art', 'Story & Art']"
Ume,Aoki,"['Story', 'Art', 'Story & Art']"
Komomo,Yamada,"['Story', 'Art', 'Story & Art']"
Kei,Sanbe,"['Story', 'Art', 'Story & Art']"
Kouta,Hirano,"['Story', 'Art', 'Story & Art']"
Shinji,Mizushima,"['Story', 'Art', 'Story & Art']"
Lynne,Graham,['Story']
Masamune,Shirow,"['Story', 'Art', 'Story & Art']"
Rikako,Inomoto,"['Story', 'Art', 'Story & Art']"
Sakura,Tsukuba,"['Story', 'Art', 'Story & Art']"
Yuu,Arai,['Story']
,Nekomaru,['Art']
Misaki,Tachibana,['Story']
Rin,Suzune,['Story']
Nel,Sakurafubuki,"['Story', 'Art', 'Story & Art']"
,D.P,"['Story', 'Art', 'Story & Art']"
Youki,Fukai,"['Story', 'Art', 'Story & Art']"
Nozomu,Mochizuki,['Art']
,Piririnegi,"['Story', 'Art', 'Story & Art']"
Mitsutoshi,Shimabukuro,"['Story', 'Art', 'Story & Art']"
Yusuke,Murata,"['Story', 'Art', 'Story & Art']"
Ei,Itou,"['Story', 'Art', 'Story & Art']"
Iori,Nishi,"['Story', 'Art', 'Story & Art']"
Yomi,Hirasaka,['Story']
Marina,Umezawa,"['Story', 'Art', 'Story & Art']"
Kouichi,Tokita,"['Story', 'Art', 'Story & Art']"
,Otsuichi,['Story']
Kaoru,Ichinose,"['Story', 'Art', 'Story & Art']"
Chieko,Hara,"['Story', 'Art', 'Story & Art']"
Yukari,Usagawa,['Story']
Takahiro,Seguchi,"['Story', 'Art', 'Story & Art']"
,Utamaro,"['Story', 'Art', 'Story & Art']"
,refeia,['Art']
Ahiru,Okano,"['Story', 'Art', 'Story & Art']"
Minoru,Kawakami,['Story']
Tatsuya,Hamazaki,['Story']
Youko,Nemu,"['Story', 'Art', 'Story & Art']"
Touwa,Akatsuki,['Story']
Ryu,Shinonome,"['Story', 'Art', 'Story & Art']"
Baku,Yumemakura,['Story']
L,Shindo,"['Story', 'Art', 'Story & Art']"
,Mink,['Story']
Yuu,Kinutani,"['Story', 'Art', 'Story & Art']"
Hiroyuki,Kagami,['Story']
Shou,Ryuuga,"['Story', 'Art', 'Story & Art']"
Mikari,Asou,['Story']
Aka,Aoto,['Story']
Nakaba,Suzuki,"['Story', 'Art', 'Story & Art']"
,Kabocha,"['Story', 'Art', 'Story & Art']"
Shuuzou,Oshimi,"['Story', 'Art', 'Story & Art']"
Yuugo,Ishikawa,"['Story', 'Art', 'Story & Art']"
Hitoshi,Kino,"['Story', 'Art', 'Story & Art']"
Asami,Toujou,"['Story', 'Art', 'Story & Art']"
Kumichi,Yoshizuki,"['Story', 'Art', 'Story & Art']"
Ghost,Mikawa,['Story']
Sayuri,Shichifuku,['Story']
Kazuhiko,Okita,['Story']
Yukari,Higa,"['Story', 'Art', 'Story & Art']"
Io,Sakisaka,"['Story', 'Art', 'Story & Art']"
Hiro,Touge,"['Story', 'Art', 'Story & Art']"
Yuuzo,Takada,"['Story', 'Art', 'Story & Art']"
Makoto,Sakurai,['Story']
Shiryou,Kou,['Story']
Ryo,Yuuki,"['Story', 'Art', 'Story & Art']"
Makoto,Okashita,['Story']
Jiro,Matsumoto,"['Story', 'Art', 'Story & Art']"
Aqua,Mizuto,"['Story', 'Art', 'Story & Art']"
Kei,Mizuryu,"['Story', 'Art', 'Story & Art']"
Mao,Shinji,['Story']
Kira,Etou,"['Story', 'Art', 'Story & Art']"
,Konchiki,"['Story', 'Art', 'Story & Art']"
,Suzuka,"['Story', 'Art', 'Story & Art']"
Suido,Kimoriyama,['Story']
Hajime,Asano,"['Story', 'Art']"
Katsumi,Enami,['Art']
,Kurogin,['Art']
Rin,Hokuto,['Story']
Shin,Kawamaru,"['Story', 'Art', 'Story & Art']"
Yutaka,Tanaka,"['Story', 'Art', 'Story & Art']"
Ai,Ueno,"['Story', 'Art', 'Story & Art']"
Yomi,Senya,['Story']
Masakazu,Yamaguchi,"['Story', 'Art', 'Story & Art']"
,Ayuko,"['Story', 'Art', 'Story & Art']"
,Gonzo,"['Story', 'Art']"
,Kawadi MAX,"['Story', 'Art', 'Story & Art']"
Hideyuki,Kikuchi,['Story']
Wren,Tamaquis,"['Story', 'Art', 'Story & Art']"
Toshirou,Chiba,"['Story', 'Art', 'Story & Art']"
,Norn,['Story']
,Kakine,"['Story', 'Art', 'Story & Art']"
E-ji,Komatsu,"['Story', 'Art', 'Story & Art']"
Kouhei,Azano,['Story']
Chitose,Yagami,"['Story', 'Art', 'Story & Art']"
Haruaki,Fuyuno,"['Story', 'Art', 'Story & Art']"
,Hisasi,"['Story', 'Art', 'Story & Art']"
Aki,Mochida,"['Story', 'Art', 'Story & Art']"
Yuzuha,Ougi,"['Story', 'Art', 'Story & Art']"
Kaya,Kuramoto,"['Story', 'Art', 'Story & Art']"
Kaoru,Uchida,"['Story', 'Art', 'Story & Art']"
Ayumi,Komura,"['Story', 'Art', 'Story & Art']"
Romuco,Miike,"['Story', 'Art', 'Story & Art']"
Nao,Hinachi,"['Story', 'Art', 'Story & Art']"
Miyabi,Fujieda,"['Story', 'Art', 'Story & Art']"
Idumi,Kirihara,"['Story', 'Art', 'Story & Art']"
Shouji,Satou,"['Story', 'Art', 'Story & Art']"
Ryuu,Yuuhi,"['Story', 'Art', 'Story & Art']"
Rina,Yagami,"['Story', 'Art', 'Story & Art']"
,Pin-Point,['Story']
Hiroaki,Hori,"['Story', 'Art', 'Story & Art']"
Mio,Mamura,"['Story', 'Art', 'Story & Art']"
,CUTEG,"['Story', 'Art', 'Story & Art']"
,Waffle,['Story']
,SINK,"['Story', 'Art', 'Story & Art']"
,T-28,['Art']
Shinobu,Takayama,"['Story', 'Art', 'Story & Art']"
Masaki,Tsuzuki,['Story']
Akira,Akatsuki,"['Story', 'Art', 'Story & Art']"
,LLO,['Art']
,honeybee,['Story']
Hideyuki,Yonehara,"['Story', 'Art', 'Story & Art']"
,Sakuraneko,['Art']
Yuuko,Ootsuki,"['Story', 'Art', 'Story & Art']"
Youko,Fujitani,"['Story', 'Art', 'Story & Art']"
,ReDrop,"['Story', 'Art', 'Story & Art']"
,Koin,['Art']
,Lilith Soft,['Story']
Rinko,Ueda,"['Story', 'Art', 'Story & Art']"
,Akira,['Art']
,Yasuko,"['Story', 'Art', 'Story & Art']"
,Yudetamago,"['Story', 'Art', 'Story & Art']"
,Monkey Punch,"['Story', 'Art', 'Story & Art']"
,Ail,['Story']
Koushi,Rikudou,"['Story', 'Art', 'Story & Art']"
Kei,Sazane,['Story']
Miyabi,Asami,"['Story', 'Art', 'Story & Art']"
Yuki,Nakaji,"['Story', 'Art', 'Story & Art']"
Nojiko,Hayakawa,"['Story', 'Art', 'Story & Art']"
Miwa,Ueda,"['Story', 'Art', 'Story & Art']"
Yasunori,Mitsunaga,"['Story', 'Art', 'Story & Art']"
Kenji,Ooiwa,"['Story', 'Art', 'Story & Art']"
Wataru,Yoshizumi,"['Story', 'Art', 'Story & Art']"
Matsuri,Akino,"['Story', 'Art', 'Story & Art']"
,Uran,"['Story', 'Art', 'Story & Art']"
Nami,Akimoto,"['Story', 'Art', 'Story & Art']"
,Alpha,"['Story', 'Art', 'Story & Art']"
John K.,Pe-Ta,"['Story', 'Art', 'Story & Art']"
Eiichiro,Oda,"['Story', 'Art', 'Story & Art']"
Mayu,Kumano,['Story']
Yuu,Yoshinaga,"['Story', 'Art', 'Story & Art']"
Eight,Shimotsuki,['Art']
Ryou,Sakurai,"['Story', 'Art', 'Story & Art']"
Yuuichi,Hasegawa,"['Story', 'Art', 'Story & Art']"
Koban,Sameda,"['Story', 'Art', 'Story & Art']"
Matsuri,Hino,"['Story', 'Art', 'Story & Art']"
Kyouko,Kumagai,"['Story', 'Art', 'Story & Art']"
Misao,Hoshiai,"['Story', 'Art', 'Story & Art']"
,ZundarePon,"['Story', 'Art', 'Story & Art']"
Hiro,Kiyohara,"['Story', 'Art', 'Story & Art']"
Kako,Mitsuki,"['Story', 'Art', 'Story & Art']"
Senno,Knife,"['Story', 'Art', 'Story & Art']"
Aki,Shimizu,"['Story', 'Art', 'Story & Art']"
Ippon,Nagare,"['Story', 'Art', 'Story & Art']"
Hiromu,Arakawa,"['Story', 'Art', 'Story & Art']"
Seiji,Amanagi,"['Story', 'Art', 'Story & Art']"
,Inomaru,"['Story', 'Art', 'Story & Art']"
Posuka,Demizu,['Art']
Yuki,Shimizu,"['Story', 'Art', 'Story & Art']"
,Pyon-kti,"['Story', 'Art', 'Story & Art']"
,naked ape,"['Story', 'Art', 'Story & Art']"
Keiichi,Sigsawa,['Story']
Kaito,Shibano,['Art']
Hiroki,Kuroi,['Story']
Miki,Aihara,"['Story', 'Art', 'Story & Art']"
Izumi,Morino,['Story']
Daikokudou,Ikuya,"['Story', 'Art', 'Story & Art']"
Yumiko,Igarashi,"['Story', 'Art', 'Story & Art']"
Fusanosuke,Inariya,"['Story', 'Art', 'Story & Art']"
,Ninoko,"['Story', 'Art', 'Story & Art']"
Takako,Hashimoto,"['Story', 'Art', 'Story & Art']"
Kouko,Agawa,"['Story', 'Art', 'Story & Art']"
Shotou,Shinkou,['Story']
Mitori,Fujii,"['Story', 'Art', 'Story & Art']"
Rena,Suzune,['Art']
Tera,Akai,['Art']
Takashi,Sano,"['Story', 'Art', 'Story & Art']"
,Shugasuku,['Art']
Amido.,Sanshoku,"['Story', 'Art', 'Story & Art']"
Ryouta,Yuzuki,"['Story', 'Art', 'Story & Art']"
Delico,Psyche,"['Story', 'Art', 'Story & Art']"
Ichiko,Ima,"['Story', 'Art', 'Story & Art']"
Miyuki,Yamaguchi,"['Story', 'Art', 'Story & Art']"
Tsukasa,Yasuhara,"['Story', 'Art', 'Story & Art']"
Sanami,Suzuki,"['Story', 'Art', 'Story & Art']"
Shinji,Kurata,['Story']
Megumi,Hazuki,"['Story', 'Art', 'Story & Art']"
Wakako,Kotono,"['Story', 'Art', 'Story & Art']"
Sora,Narusawa,"['Story', 'Art', 'Story & Art']"
Moto,Momono,"['Story', 'Art', 'Story & Art']"
Saki,Shiumi,"['Story', 'Art', 'Story & Art']"
Youko,Nogiri,"['Story', 'Art', 'Story & Art']"
Teikoku,Maguro,"['Story', 'Art', 'Story & Art']"
Kyung-il,Yang,['Art']
Mebaru,Kobato,"['Story', 'Art', 'Story & Art']"
Waka,Sagami,"['Story', 'Art', 'Story & Art']"
Ryouko,Chiba,"['Story', 'Art', 'Story & Art']"
Ryuya,Kamino,"['Story', 'Art', 'Story & Art']"
Hisaya,Nakajo,"['Story', 'Art', 'Story & Art']"
Sakana,Toujou,"['Story', 'Art', 'Story & Art']"
Yuki,Suetsugu,"['Story', 'Art', 'Story & Art']"
Kasane,Katsumoto,"['Story', 'Art', 'Story & Art']"
,Studio Mebius,['Story']
Hiromitsu,Takeda,"['Story', 'Art', 'Story & Art']"
Cherry,Arai,"['Story', 'Art', 'Story & Art']"
Takashi,Nagasaki,['Story']
Robinson,Haruhara,"['Story', 'Art', 'Story & Art']"
Junta,Mio,"['Story', 'Art', 'Story & Art']"
Noizi,Itou,['Art']
Hiroki,Haruse,"['Story', 'Art', 'Story & Art']"
Ryuu,Asagi,"['Story', 'Art', 'Story & Art']"
Rize,Shinba,"['Story', 'Art', 'Story & Art']"
Senko,Toumiya,"['Story', 'Art', 'Story & Art']"
,Draw Two,"['Story', 'Art', 'Story & Art']"
Satoshi,Kirishima,"['Story', 'Art', 'Story & Art']"
Takaaki,Kaima,['Story']
,Rusivio,['Art']
,ZyX,['Story']
Rihito,Takarai,"['Story', 'Art', 'Story & Art']"
Aoi,Hiiragi,"['Story', 'Art', 'Story & Art']"
Haruka,Kawachi,"['Story', 'Art', 'Story & Art']"
,Fly,"['Story', 'Art', 'Story & Art']"
Hinata,Yaya,"['Story', 'Art', 'Story & Art']"
Mio,Tatsumoto,"['Story', 'Art', 'Story & Art']"
,Tachi,"['Story', 'Art', 'Story & Art']"
,Yuugen,"['Story', 'Art', 'Story & Art']"
Miwako,Sugiyama,"['Story', 'Art', 'Story & Art']"
Akiko,Monden,"['Story', 'Art', 'Story & Art']"
,FCT,"['Story', 'Art', 'Story & Art']"
Homura,Kawamoto,['Story']
,Akaza,['Art']
,inkey,"['Story', 'Art', 'Story & Art']"
,Tsukuru,"['Story', 'Art', 'Story & Art']"
Kenji,Sonishi,"['Story', 'Art', 'Story & Art']"
Kamui,Fujiwara,"['Story', 'Art', 'Story & Art']"
Hangetsu,Mitamura,['Story']
Benkyou,Tamaoki,"['Story', 'Art', 'Story & Art']"
Yoshiki,Naruse,"['Story', 'Art', 'Story & Art']"
Satoshi,Shiki,"['Story', 'Art', 'Story & Art']"
Tanuki,Yumeno,"['Story', 'Art', 'Story & Art']"
Mitsukazu,Mihara,"['Story', 'Art', 'Story & Art']"
Neko,Sakamoto,['Story']
Teren,Mikami,['Story']
Kyoichi,Nanatsuki,['Story']
Tomomi,Nagae,"['Story', 'Art', 'Story & Art']"
Hiroko,Sengoku,"['Story', 'Art', 'Story & Art']"
Hayate,Kuku,"['Story', 'Art', 'Story & Art']"
,NemuNemu,"['Story', 'Art', 'Story & Art']"
Shino,Suzuhara,"['Story', 'Art', 'Story & Art']"
Shuu,Hirose,"['Story', 'Art', 'Story & Art']"
Yukari,Yashiki,"['Story', 'Art', 'Story & Art']"
,MBS Truth,['Story']
,Bikke,"['Story', 'Art', 'Story & Art']"
Souichirou,Yamamoto,"['Story', 'Art', 'Story & Art']"
Ikki,Kajiwara,['Story']
Sekina,Aoi,['Story']
Sai,Sumimori,['Story']
Shigemitsu,Harada,"['Story', 'Art', 'Story & Art']"
,Jingrock,"['Story', 'Art', 'Story & Art']"
Rui,Takatou,"['Story', 'Art', 'Story & Art']"
Hayao,Miyazaki,"['Story', 'Art', 'Story & Art']"
Sakaki,Yoshioka,"['Story', 'Art', 'Story & Art']"
Hirotaka,Kisaragi,"['Story', 'Art', 'Story & Art']"
Yasuhiro,Kano,"['Story', 'Art', 'Story & Art']"
Tsutomu,Nihei,"['Story', 'Art', 'Story & Art']"
Youko,Maki,"['Story', 'Art', 'Story & Art']"
Mie,Washio,"['Story', 'Art', 'Story & Art']"
,Aki,"['Story', 'Art', 'Story & Art']"
Haiji,Sakura,"['Story', 'Art', 'Story & Art']"
Cathy,Williams,['Story']
Yamato,Yamamoto,"['Story', 'Art', 'Story & Art']"
Hisa,Kyoumachi,"['Story', 'Art', 'Story & Art']"
Mina,Iori,['Story']
Minato,Yukino,"['Story', 'Art', 'Story & Art']"
Mika,Kajiyama,"['Story', 'Art', 'Story & Art']"
Renjuurou,Kindaichi,"['Story', 'Art', 'Story & Art']"
Karen,Fujiomi,"['Story', 'Art', 'Story & Art']"
Hiroya,Oku,"['Story', 'Art', 'Story & Art']"
Arashi,Shindou,"['Story', 'Art', 'Story & Art']"
Choko,Fuji,['Art']
Tatsumi,Kumatora,['Art']
,May-Be Soft,['Story']
Yumiko,Ooshima,"['Story', 'Art', 'Story & Art']"
Yoru,Yoshimura,['Story']
Sakuya,Sakura,"['Story', 'Art', 'Story & Art']"
Kohada,Shimesaba,['Art']
Yuu,Hibiki,['Story']
Hiro,Itou,['Story']
Shin,Takahashi,"['Story', 'Art', 'Story & Art']"
Chousuke,Nagashima,"['Story', 'Art', 'Story & Art']"
Yukio,Kumoya,"['Story', 'Art', 'Story & Art']"
Sakuya,Fujii,"['Story', 'Art', 'Story & Art']"
Akewo,Amatake,"['Story', 'Art', 'Story & Art']"
Ayumi,Kasai,"['Story', 'Art', 'Story & Art']"
Haru,Wamusato,"['Story', 'Art', 'Story & Art']"
,Yukiwo,"['Story', 'Art', 'Story & Art']"
Gen,Urobuchi,['Story']
Nan,Yaegashi,['Art']
Tadataka,Kawasaki,"['Story', 'Art', 'Story & Art']"
Shouji,Gatou,['Story']
Jun,Misaki,['Story']
,Kiriya,['Art']
Jin,Tatsumi,['Art']
Kurone,Mishima,"['Story', 'Art', 'Story & Art']"
Shikibu,Fusataka,['Art']
,Soft Circle Courreges,['Story']
Kohaku,Ryuu,['Art']
,Oyster,"['Story', 'Art', 'Story & Art']"
,Nardack,['Art']
Hotaru,Odagiri,"['Story', 'Art', 'Story & Art']"
Tomohiro,Chiba,['Story']
Dicca,Suemitsu,"['Story', 'Art', 'Story & Art']"
Waita,Uziga,"['Story', 'Art', 'Story & Art']"
,U-jin,"['Story', 'Art', 'Story & Art']"
Yasuaki,Mikami,['Story']
,ro,"['Story', 'Art', 'Story & Art']"
Erica,Sakurazawa,"['Story', 'Art', 'Story & Art']"
,Hatch,"['Story', 'Art', 'Story & Art']"
Masahiro,Cle,"['Story', 'Art', 'Story & Art']"
Ayu,Watanabe,"['Story', 'Art', 'Story & Art']"
,Shirakomiso,['Art']
Yashirou,Saeki,"['Story', 'Art', 'Story & Art']"
Fuhri,Misasagi,"['Story', 'Art', 'Story & Art']"
Hazumi,Yuuki,"['Story', 'Art', 'Story & Art']"
,TNSK,"['Story', 'Art', 'Story & Art']"
Noriko,Hakutou,"['Story', 'Art', 'Story & Art']"
Masahiro,Totsuka,"['Story', 'Art', 'Story & Art']"
Chiyo,Shima,['Art']
Nozomu,Hiiragi,"['Story', 'Art', 'Story & Art']"
Aki,Aoi,"['Story', 'Art', 'Story & Art']"
Tamotsu,Takamure,"['Story', 'Art', 'Story & Art']"
Riho,Sawaki,['Story']
Sakurako,Kimino,['Story']
Kotomi,Aoki,"['Story', 'Art', 'Story & Art']"
Q-tarou,Hanamizawa,"['Story', 'Art', 'Story & Art']"
,Hyji,"['Story', 'Art', 'Story & Art']"
Shisei,Kuromasa,"['Story', 'Art', 'Story & Art']"
,Kanna,['Art']
Satoshi,Urushihara,"['Story', 'Art', 'Story & Art']"
Ayano,Yamane,"['Story', 'Art', 'Story & Art']"
Yuusaku,Igarashi,['Story']
Neneko,Narazaki,"['Story', 'Art', 'Story & Art']"
,TAKTO,"['Story', 'Art', 'Story & Art']"
Kouhaku,Kuroboshi,['Art']
Neko,Yozorano,['Story']
Tomoya,Andou,"['Story', 'Art', 'Story & Art']"
Yoshinobu,Akita,['Story']
Lyric,Fujisaka,"['Story', 'Art', 'Story & Art']"
Mio,Nanao,"['Story', 'Art', 'Story & Art']"
Naoko,Takeuchi,"['Story', 'Art', 'Story & Art']"
Mai,Aida,"['Story', 'Art', 'Story & Art']"
Fumi,Minato,"['Story', 'Art', 'Story & Art']"
Auri,Hirao,"['Story', 'Art', 'Story & Art']"
,Eihi,"['Story', 'Art', 'Story & Art']"
Sabu,Musha,"['Story', 'Art', 'Story & Art']"
Mizuo,Shinonome,"['Story', 'Art', 'Story & Art']"
Neon,Nomura,['Story']
Tsukasa,Fushimi,['Story']
Yoshiko,Fujiwara,"['Story', 'Art', 'Story & Art']"
Aki,Ribahara,['Art']
Ira,Ozaki,"['Story', 'Art', 'Story & Art']"
Yuu,Mikemono,"['Story', 'Art', 'Story & Art']"
Eiji,Usatsuka,"['Story', 'Art', 'Story & Art']"
Akira,Sawano,"['Story', 'Art', 'Story & Art']"
Romeo,Tanaka,['Story']
Atsushi,Kaneko,"['Story', 'Art', 'Story & Art']"
Ken,Akamatsu,"['Story', 'Art', 'Story & Art']"
Toshimitsu,Shimizu,"['Story', 'Art', 'Story & Art']"
Muneyuki,Kaneshiro,['Story']
Mitsuaki,Asou,"['Story', 'Art', 'Story & Art']"
,Sugi G,"['Story', 'Art', 'Story & Art']"
Shuusuke,Amagi,['Story']
Satoru,Ishihara,"['Story', 'Art', 'Story & Art']"
Ataru,Yamamoto,"['Story', 'Art', 'Story & Art']"
Dokuro,Jaryuu,"['Story', 'Art', 'Story & Art']"
Atsushi,Suzumi,"['Story', 'Art', 'Story & Art']"
Ririko,Yoshioka,"['Story', 'Art', 'Story & Art']"
Jun,Mayama,"['Story', 'Art', 'Story & Art']"
Nao,Kokonoki,"['Story', 'Art', 'Story & Art']"
Junko,Okada,"['Story', 'Art', 'Story & Art']"
,Kashio,"['Story', 'Art', 'Story & Art']"
Kanoko,Sakurakouji,"['Story', 'Art', 'Story & Art']"
Hideki,Arai,"['Story', 'Art', 'Story & Art']"
Go,Ikeyamada,"['Story', 'Art', 'Story & Art']"
Mitsuteru,Yokoyama,"['Story', 'Art', 'Story & Art']"
Kei,Mito,['Story']
,Kayono,"['Story', 'Art', 'Story & Art']"
Kitsune,Miyashita,"['Story', 'Art', 'Story & Art']"
Jimi,Fumikawa,"['Story', 'Art', 'Story & Art']"
Akiko,Hatsu,"['Story', 'Art', 'Story & Art']"
Satoru,Yuiga,"['Story', 'Art', 'Story & Art']"
,Saigado,"['Story', 'Art', 'Story & Art']"
Gakuto,Mikumo,['Story']
Itsuka,Miyatsuki,['Art']
Yushi,Kawata,['Story']
Hagane,Tsurugi,['Art']
Tsukasa,Hojo,"['Story', 'Art', 'Story & Art']"
Yasuko,Aoike,"['Story', 'Art', 'Story & Art']"
,Enterbrain,['Story']
,Oryou,"['Story', 'Art', 'Story & Art']"
Natsumoto,Masato,"['Story', 'Art', 'Story & Art']"
Miku,Momono,"['Story', 'Art', 'Story & Art']"
Masami,Yuuki,"['Story', 'Art', 'Story & Art']"
Izumi,Miyazono,"['Story', 'Art', 'Story & Art']"
,Lune,['Story']
Denjirou,Maru,['Art']
Nikki,Asada,"['Story', 'Art', 'Story & Art']"
Eiji,Otsuka,['Story']
Machiko,Satonaka,"['Story', 'Art', 'Story & Art']"
Yukimo,Hoshimori,"['Story', 'Art', 'Story & Art']"
Ryuusuke,Hamamoto,"['Story', 'Art', 'Story & Art']"
,Zukiki,"['Story', 'Art', 'Story & Art']"
Nene,Jounouchi,"['Story', 'Art', 'Story & Art']"
Runa,Konjiki,"['Story', 'Art', 'Story & Art']"
Nica,Kitabeppu,"['Story', 'Art', 'Story & Art']"
Akira,Mutsuzuka,['Story']
Mitsuru,Hattori,"['Story', 'Art', 'Story & Art']"
Setsuko,Katou,"['Story', 'Art', 'Story & Art']"
,majoccoid,"['Story', 'Art', 'Story & Art']"
Yukichi,Nakamura,"['Story', 'Art', 'Story & Art']"
Ayumi,Cocoro,"['Story', 'Art', 'Story & Art']"
Risa,Konno,"['Story', 'Art', 'Story & Art']"
Modoru,Motoni,"['Story', 'Art', 'Story & Art']"
Morohe,Yoshida,"['Story', 'Art', 'Story & Art']"
Hajime,Tojitsuki,"['Story', 'Art', 'Story & Art']"
,Butcha-U,"['Story', 'Art', 'Story & Art']"
Rin,Yuuki,['Story']
Inko,Horiizumi,"['Story', 'Art', 'Story & Art']"
Akira,Yoshio,"['Story', 'Art', 'Story & Art']"
Kaimu,Tachibana,"['Story', 'Art', 'Story & Art']"
Rei,Touma,"['Story', 'Art', 'Story & Art']"
Douji,Shiki,['Art']
Yuka,Kitagawa,"['Story', 'Art', 'Story & Art']"
Shouko,Akira,"['Story', 'Art', 'Story & Art']"
,F-and-C,['Story']
Rin,Narusaka,"['Story', 'Art', 'Story & Art']"
Hiroyoshi,Kira,"['Story', 'Art', 'Story & Art']"
Daisuke,Suzuki,['Story']
,Tiv,"['Story', 'Art', 'Story & Art']"
Kazuki,Sorano,['Story']
Toshio,Maeda,"['Story', 'Art', 'Story & Art']"
Kinoko,Nasu,['Story']
,Fuuga,"['Story', 'Art', 'Story & Art']"
Daisuke,Igarashi,"['Story', 'Art', 'Story & Art']"
Suzu,Suzuki,['Story']
Chouko,Kabutomaru,"['Story', 'Art', 'Story & Art']"
Sunaho,Tobe,"['Story', 'Art', 'Story & Art']"
,Benio,['Art']
Masaki,Okayu,['Story']
Shigeru,Tsuchiyama,"['Story', 'Art', 'Story & Art']"
Shou,Takahashi,['Story']
,Wadapen.,"['Story', 'Art', 'Story & Art']"
,Yueko,"['Story', 'Art', 'Story & Art']"
Muunii,Mucchiri,"['Story', 'Art', 'Story & Art']"
,Arsenal,"['Story', 'Art', 'Story & Art']"
Jirou,Suzuki,"['Story', 'Art', 'Story & Art']"
Ayumu,Asou,"['Story', 'Art', 'Story & Art']"
Jun,Hayami,"['Story', 'Art', 'Story & Art']"
Sakae,Saitou,"['Story', 'Art', 'Story & Art']"
